assembly_id,serial,version,date,category_id,notes
17,1,4.3.0,2009-08-01,50,
17,2,4.3.0,2009-08-01,50,
17,3,4.3.0,,50,
17,4,4.50.0,2010-03-26,50,
17,5,4.3.0,2010-03-01,50,
17,6,4.50.0,,50,
17,7,4.80.0,2010-04-14,50,Reworked with APT HIGH SIDE FETS but EPROM NOT changed per Kai
17,8,4.80.0,2010-04-23,50,
17,9,4.80.0,2010-04-28,50,
17,10,4.3.0,2010-03-01,50,Reworked with APT HIGH SIDE FETS but EPROM NOT changed per Kai
17,11,4.80.0,2010-05-04,50,
17,12,4.80.0,2010-05-06,50,Reworked with APT HIGH SIDE FETS but EPROM NOT changed per Kai
17,13,4.80.0,2012-01-18,50,Reworked with APT HIGH SIDE FETS but EPROM NOT changed per Kai
17,14,4.80.0,2011-03-30,50,
17,15,4.80.0,2010-05-20,50,
17,16,4.80.0,2010-06-18,50,
17,17,4.80.0,2010-06-11,50,
17,18,4.80.0,,53,
17,19,4.80.0,2010-06-01,50,
17,20,4.80.0,2010-06-01,50,
17,21,4.80.0,2010-08-03,50,
17,22,4.80.0,2011-01-12,50,
17,23,4.80.0,2011-04-18,50,
17,24,4.80.2,2010-08-31,50,
17,25,4.80.2,2011-01-12,50,Upgraded to new APT Fets
17,26,4.80.0,2010-06-22,50,
17,27,4.80.0,,53,
17,28,4.80.2,2011-06-15,50,Upgraded per Samantha
17,29,4.80.2,2011-01-17,50,Upgraded to APT Fets per Samantha
17,30,4.80.2,2010-09-03,50,
17,31,4.80.1,2010-08-31,50,Returned due to High Side Fet failure
17,32,4.81.2,2011-04-07,50,Returned
17,33,4.81.2,2010-09-20,50,New RG
17,34,4.80.2,2012-01-15,50,Replacment to NET
17,35,4.80.0,2010-05-24,50,
17,37,4.80.0,2010-08-17,50,
17,38,4.81.2,2010-10-18,50,
17,62,4.81.1,2010-11-04,50,Reworked with APT HIGH SIDE FETS but EPROM NOT changed per Kai
17,63,4.81.2?,2010-11-05,50,Chen Du(Todd)
17,64,4.81.2,2010-11-23,50,
17,65,4.81.2,2010-11-24,50,
17,66,4.81.2,2011-01-11,50,
17,67,4.81.2,,50,
17,68,4.82.2,2011-01-07,53,
17,69,4.82.5,2013-11-05,50,Spare
17,70,4.81.2,,53,
17,71,4.81.2,2011-02-25,50,Demo
17,72,4.81.2,2011-07-07,50,
17,73,4.82.2,2011-10-18,50,
17,74,4.81.2,,53,
17,75,4.81.2,,53,
17,76,4.81.2,,53,
17,77,4.81.2,,53,
17,78,4.81.2,,53,
17,79,4.81.2,2012-02-23,50,Rental
17,80,4.81.2,,53,
17,81,???,,53,
17,82,4.82.2,2013-10-16,50,
17,83,,2012-01-18,50,
17,84,4.82.2,,53,
17,85,4.82.2,,50,
17,86,4.82.5,2013-10-31,50,Marginally fails HV Capbank discharge leakage check.
17,87,4.82.2,,53,
17,88,4.82.2,,53,
17,89,4.82.5,2013-12-17,50,
17,90,4.81.5,,50,
17,91,4.82.5,,50,
17,92,4.82.5,2014-12-04,50,
17,93,4.82.5,2014-12-04,50,
17,94,4.90.0,2015-04-27,50,
17,95,4.90.0,2015-04-27,50,
17,96,4.90.0,2015-04-29,50,
17,97,4.90.0,2015-04-29,50,
17,98,4.90.0,2017-04-24,51,
17,99,4.90.0,,50,
17,100,4.90.0,2017-06-09,51,close to margins on random Itrip and ILT tests
17,101,4.90.0,2017-05-04,50,
17,103,4.90.0,2017-06-09,50,
17,104,4.90.0,2017-06-09,51,Removed HV range Thermal shutoff and placed as engineering module
17,105,4.90.0,2017-06-09,53,
17,106,4.90.0,2017-06-09,53,
17,107,4.90.0,2017-06-09,53,
17,108,4.90.0,2018-03-07,50,
17,109,4.90.0,2018-03-07,52,Returned from Renesas. Counterfeit IRF530s and blown fluse.
17,110,4.90.0,2018-05-30,50,
17,111,4.90.0,2018-05-30,50,
17,112,4.90.0,2018-07-16,54,Isource only produces 1 pulse instead of 4
17,113,4.90.0,2018-07-16,50,
17,114,4.90.0,2018-09-27,50,
17,115,4.90.0,2018-09-27,50,Sending to Renesas Phoenix for a repair
17,116,4.90.0,2018-09-27,53,
17,117,4.90.0,2018-10-09,50,
17,118,4.90.0,2019-03-04,50,
17,119,4.90.0,2019-04-17,54,barely & sometimes fails random isource itrip ranges
17,120,4.90.0,2019-05-29,54,
17,121,4.90.0,2019-06-21,54,HV Cap Bank issues
17,122,4.90.0,2019-06-23,54,HV Cap Bank issues
17,123,4.90.0,2019-06-23,50,
17,124,4.90.0,2019-06-24,54,Q25 arced across to Q17 - may have caused damage
17,125,4.90.0,2019-06-24,54,"Fails relaydiag - Open  KL224, Close KL225 "
17,126,4.90.0,2019-06-24,54,barely & sometimes fails random isource itrip ranges
17,127,4.90.0,2019-06-25,54,"Fails relaydiag - Open  KL224, Close KL225 "
